# id:22--44-22 
0.73,-0.08,-1
-0.6,0.77,-1
-0.01,-0.02,-1
0.24,-0.37,-1
0.53,0.66,1
0.73,-0.57,-1
0.03,-0.08,1
-0.84,0.34,-1
0.33,0.05,-1
-0.32,-0.14,-1
0.98,-0.05,-1
-0.63,0.29,-1
-0.15,-0.03,1
0.94,-0.17,-1
-0.09,-0.49,-1
0.3,-0.79,-1
-0.93,-0.41,-1
-0.37,0.93,1
0.74,-0.1,-1
0.97,-0.25,-1
-0.75,0.34,-1
0.33,-0.34,-1
-0.48,0.81,1
-0.1,-0.77,-1
-0.01,0.04,1
0.65,-0.59,-1
0.08,-0.95,-1
0.31,0.6,1
0.86,-0.56,-1
-0.15,-0.3,-1
0.42,0.99,1
0.18,0.59,1
0.39,-0.44,-1
-0.28,-0.29,-1
-0.8,0.69,-1
-0.69,0.05,-1
-0.24,0.95,1
0.87,-0.19,-1
0.24,0.87,1
0.64,-0.16,-1
0.25,-0.62,-1
0.16,0.68,1
-0.99,-0.83,-1
0.06,0.2,1
0.5,-0.19,-1
-0.13,0.72,1
0.27,0.83,1
-0.95,0.97,-1
-0.89,-0.95,-1
-0.31,0.41,1
-0.21,0.34,1
-0.38,1,1
0.01,-0.14,-1
-0.55,0.39,-1
0.38,-0.2,-1
-0.56,0.48,-1
-0.89,-0.4,-1
-0.71,-0.08,-1
-0.29,-0.97,-1
0.93,-0.37,-1
-0.8,0.68,-1
-0.2,0.27,1
0.27,0.29,1
0.55,-0.68,-1
0.88,0.5,-1
-0.22,0.46,1
-0.48,0.23,-1
-0.85,-0.88,-1
0.03,0.53,1
0.19,0.51,1
0.4,0.42,1
0.14,-0.21,-1
0.71,0.71,-1
0.66,-0.46,-1
-0.78,-0.01,-1
0.11,-0.16,-1
-0.79,0.85,-1
1,0.11,-1
0.3,-0.14,-1
0.06,-0.54,-1
0.82,0.38,-1
-0.45,-0.71,-1
-0.41,0.9,1
-0.47,0.93,1
0.47,0.04,-1
-0.36,0.38,1
-0.28,-0.59,-1
0.08,0.39,1
-0.12,-0.09,-1
-0.93,-0.24,-1
0.49,0.52,1
0.7,0.74,-1
-0.04,0.74,1
-0.62,-0.04,-1
-0.96,-0.31,-1
-0.62,-0.47,-1
-0.66,0.25,-1
-0.08,0.22,1
0.76,-0.29,-1
0.64,-0.78,-1
0.75,0.81,-1
0.03,0.08,-1
-0.43,-0.58,-1
-0.24,-0.77,-1
-0.76,-0.05,-1
-0.89,-0.1,-1
0.85,0.3,-1
0.51,-0.57,-1
-0.75,0.51,-1
0.66,0.25,-1
0.56,-0.17,-1
0.32,0.82,1
-0.49,0.69,1
0.41,0.68,1
0.53,-0.31,-1
0.55,0.17,-1
0.15,0.2,1
-0.96,-0.01,-1
0.13,-0.34,-1
0.49,0.53,1
-0.19,0.27,1
0.16,0.01,-1
0.96,0.45,-1
0.66,-0.21,-1
-0.21,0.16,1
0.54,-0.93,-1
0.95,-0.74,-1
0.64,0.18,-1
0.91,-0.86,-1
0.17,0.35,1
0.16,0.46,1
0.15,0.73,1
-0.26,-0.15,-1
0.34,-0.31,-1
-0.54,0.87,1
0.92,0.4,-1
-0.29,-0.68,-1
0.11,-0.88,-1
-0.1,0.81,1
-0.6,-0.77,-1
-0.04,-0.27,-1
0.21,0.44,1
0.09,-0.13,-1
0.92,-0.18,-1
0.41,0.77,1
-0.35,0.76,1
0.97,-0.17,-1
-0.67,0.37,-1
0.94,0.4,-1
-0.94,0.61,-1
-0.1,0.85,1
0.46,0.07,-1
0.65,0.72,-1
-0.84,-0.52,-1
-0.35,-0.23,-1
0.21,0.23,1
-0.54,0.52,-1
0.4,-0.3,-1
0.27,-0.04,-1
0.28,-0.91,-1
0.66,-0.59,-1
0.18,0.54,1
0.2,0.65,1
0.89,-0.65,-1
0.77,0.04,-1
-0.74,0.07,-1
0.28,0.14,-1
0.02,0.13,1
-0.84,-0.61,-1
-0.31,0.19,-1
-0.76,0.04,-1
0.98,-0.89,-1
-0.85,-1,-1
0.52,-0.46,-1
-0.65,0.88,-1
0.04,1,1
0.26,-0.44,-1
-0.05,0.86,1
0.03,-0.69,-1
0.87,0.46,-1
-0.71,0.72,-1
-0.19,0.7,1
-0.17,0.27,1
-0.6,-0.37,-1
0.74,0.63,-1
-0.78,-0.2,-1
-0.89,0.52,-1
0.36,0.57,1
-0.78,-0.02,-1
-0.9,-0.71,-1
0.39,0.92,1
-0.29,-0.82,-1
-0.59,0.27,-1
-0.26,-0.05,-1
0.6,0.72,-1
0.42,0.49,1
-0.23,0.08,-1
-0.95,0.03,-1
-0.25,-0.38,-1
0.74,-0.81,-1
-0.37,-0.28,-1
-0.88,0.44,-1
-0.64,0.06,-1
0.7,0.45,-1
-0.71,-0.64,-1
-0.45,-0.64,-1
-0.3,0.1,-1
0.18,-0.27,-1
0.13,0,1
-0.24,-0.65,-1
-1,-0.53,-1
-0.83,0.85,-1
-0.85,0.1,-1
0.57,0.28,-1
0.18,-0.83,-1
0.23,0.16,1
-0.32,0.92,1
-0.46,-0.85,-1
-0.32,0.18,-1
-0.89,-0.36,-1
0.82,0.43,-1
-0.09,0.9,1
-0.49,-0.3,-1
0.32,0.17,-1
0.33,0.24,1
-0.24,0.82,1
-0.62,0.3,-1
-0.77,0.17,-1
0.55,0.65,1
-0.47,-0.86,-1
-0.03,0.33,1
0.05,-0.43,-1
0.72,-0.46,-1
-0.6,0.73,1
-0.61,0.75,-1
-0.21,-0.79,-1
0.86,0.71,-1
-0.38,0.18,-1
-0.13,1,1
0.97,-0.62,-1
-0.48,-0.29,-1
0.46,0.86,1
0.19,-0.58,-1
-0.41,-0.29,-1
-0.56,0.79,1
-0.45,-0.67,-1
-0.43,0.24,-1
-0.7,-0.61,-1
-0.27,-0.07,-1
-0.12,-0.11,-1
0.3,0.39,1
-0.33,0.95,1
-0.5,-0.94,-1
0.15,0.7,1
0.61,0.23,-1
0.9,-0.69,-1
-0.63,0.94,1
-0.12,0.63,1
0.32,0.49,1
0.54,-0.73,-1
0.91,-0.12,-1
-0.74,-0.3,-1
-0.72,0.66,-1
-0.75,-0.37,-1
-0.15,-0.36,-1
-0.72,-0.27,-1
0.42,-0.69,-1
0.69,-0.83,-1
0.75,0.25,-1
0.02,-0.04,-1
0.56,0.92,1
0.75,0.08,-1
0.14,0.13,1
0.16,0.75,1
-0.66,-0.09,-1
-0.86,0.6,-1
-0.68,-0.86,-1
0.7,-0.04,-1
0.55,0.54,1
-0.39,-0.96,-1
0.29,0.37,1
-1,0.27,-1
-0.22,-0.64,-1
0.52,-0.58,-1
-0.71,-0.82,-1
-0.27,0.11,-1
-0.45,0.18,-1
-0.12,0.25,1
0.46,0.59,1
-0.13,-0.79,-1
-0.97,-0.34,-1
0.43,-0.3,-1
0.34,-0.45,-1
0.18,-0.46,-1
0.33,-0.33,-1
-1,-0.16,-1
-0.31,0.17,-1
-0.22,0.28,1
0.46,-0.33,-1
-0.51,-0.96,-1
-0.89,-0.89,-1
-0.32,-0.82,-1
0.84,-0.11,-1
-0.24,-0.74,-1
-0.99,0.07,-1
-0.08,-0.78,-1
0.56,-0.24,-1
-0.58,0.79,1
-0.52,0.5,-1
-0.74,-0.88,-1
1,-0.45,-1
0.19,-0.53,-1
-0.21,-0.09,-1
0.47,-0.09,-1
-0.95,-0.06,-1
0.09,-0.56,-1
-0.11,0.11,-1
0.15,-0.72,-1
-0.39,0.85,1
-0.59,-0.34,-1
0.21,-0.27,-1
0.1,-0.46,-1
0.65,0.38,-1
-0.95,0.72,-1
0.72,-0.75,-1
-0.14,-0.99,-1
-0.55,-0.65,-1
0.24,-0.21,-1
1,-0.44,-1
-0.82,-0.03,-1
-0.48,0.42,1
-0.4,0.62,1
0.91,0.91,-1
1,-0.87,-1
-0.87,0.9,-1
0.76,0.54,-1
0.38,0.85,1
0.04,0.95,1
-0.3,-0.54,-1
-0.73,0.64,-1
0.35,-0.91,-1
-0.78,-0.81,-1
-0.1,0.08,1
0.38,-0.79,-1
-0.64,-0.3,-1
-0.63,-0.59,-1
0.51,-0.51,-1
0.8,-0.75,-1
-0.37,1,1
0.42,0.41,1
-0.36,0.61,1
0.08,-0.26,-1
-0.42,-0.13,-1
0.99,-0.62,-1
-0.97,-0.33,-1
0.81,-0.53,-1
0.85,-0.93,-1
0,0.9,1
0.11,-0.34,-1
-0.73,0.5,-1
0.98,-0.1,-1
0.94,-0.16,-1
0.89,0.58,-1
-0.61,0.2,-1
0.05,0.33,1
-0.66,-0.35,-1
-0.32,0.19,1
0.52,-0.46,-1
-0.68,0.49,-1
0.12,0.98,1
0.97,-0.77,-1
0.88,-0.43,-1
-0.34,-0.43,-1
-0.4,0.77,1
-0.7,-0.88,-1
0.28,0.95,1
-0.09,0.87,1
0.73,-0.77,-1
-0.89,-0.1,-1
-0.4,-0.73,-1
-0.03,0.19,1
-0.02,-0.19,-1
-0.81,-0.36,-1
-0.49,-0.15,-1
-0.86,0.74,-1
0.82,0.01,-1
0.29,-0.62,-1
0.32,-0.28,-1
0.73,0.86,-1
-0.72,0.92,-1
0.23,-0.64,-1
0.39,0.25,-1
0.97,1,-1
0.59,0.11,-1
-0.28,-0.8,-1
-0.5,-0.3,-1
-0.49,0.57,1
0.2,-0.43,-1
0.21,-0.38,-1
0.73,0.07,-1
0.72,-0.34,-1
0.47,-0.91,-1
-0.96,-0.21,-1
0.81,0.69,-1
-0.15,0.68,1
0.08,0.1,1
0.25,-0.83,-1
0.86,0.5,-1
-0.57,-0.78,-1
-0.46,0.42,-1
0.86,-0.87,-1
0.32,0.45,1
0.79,-0.78,-1
0.74,-0.13,-1
-0.59,-0.06,-1
0.48,0.81,1
-0.81,-0.89,-1
0.37,0.23,-1
0.87,-0.8,-1
0.21,0.55,1
0.89,-0.82,-1
-0.22,-0.58,-1
-0.16,-0.59,-1
0.63,0.07,-1
-0.79,-0.52,-1
0.39,0.33,-1
0.92,0.79,-1
0.78,0.7,-1
0.33,-0.85,-1
-0.21,-0.81,-1
-0.6,0.13,-1
-0.41,0.93,1
-0.57,0.75,1
-0.55,0.15,-1
-0.59,-0.74,-1
-0.97,-0.85,-1
0.31,-0.6,-1
-0.63,-0.93,-1
0.8,0.22,-1
-0.89,0.61,-1
0.51,-0.98,-1
-0.58,-0.82,-1
-0.45,-0.03,-1
0.05,-0.25,-1
0.5,-0.7,-1
0.27,-0.64,-1
0.86,-0.96,-1
-0.61,0.51,-1
0,-0.33,-1
0.49,-0.51,-1
1,-0.09,-1
0.46,-0.15,-1
-0.09,-0.38,-1
0.51,-0.35,-1
0.56,-0.95,-1
0.62,0.11,-1
0.53,-0.68,-1
-0.15,-0.42,-1
0.35,0.76,1
-0.39,-0.43,-1
0.65,0.82,-1
-0.46,0.01,-1
0.68,-0.81,-1
0.69,0.45,-1
-0.84,-0.39,-1
0.11,-0.72,-1
-1,-0.4,-1
-0.6,-0.71,-1
0.72,0.06,-1
-0.75,-0.12,-1
-0.31,0.78,1
0.08,-0.04,1
0.16,0.3,1
-0.62,-0.09,-1
0.75,0.74,-1
-0.66,0.04,-1
-0.29,0.92,1
-0.49,-0.28,-1
-0.83,-0.41,-1
0.59,-0.58,-1
-0.66,-0.3,-1
-0.45,0.06,-1
-0.92,0.8,-1
-0.33,-0.53,-1
-0.64,0.23,-1
-0.89,0.85,-1
-0.26,-0.96,-1
-0.47,-0.14,-1
0.33,-0.48,-1
0.31,0.49,1
0.89,-0.35,-1
-0.45,-0.86,-1
0.6,0.51,-1
0.15,-0.2,-1
-0.62,0.96,1
-0.75,-0.98,-1
-0.86,-0.36,-1
0.32,0.19,-1
-0.4,-0.59,-1
0.84,-0.36,-1
-0.98,0.25,-1
-0.49,0.48,1
-0.36,0.99,1
0.95,0.36,-1
0.55,-0.88,-1
-0.93,0.98,-1
-0.6,0.25,-1
-0.56,0.57,1
0.47,0.01,-1
0.6,0.19,-1
-0.8,0.23,-1
0.66,-0.63,-1
0.32,-0.91,-1
-0.58,-0.9,-1
0.07,0.22,1
-0.07,-0.64,-1
-0.93,0.83,-1
-0.55,-0.43,-1
-0.07,0.69,1
-0.63,-0.49,-1
0.35,-0.35,-1
-0.45,-0.79,-1
-0.76,0.14,-1
0.82,-0.84,-1
0.25,0.13,1
-0.89,-0.81,-1
0.46,-0.36,-1
0.42,-0.96,-1
-0.33,-0.93,-1
-0.5,-0.41,-1
0.24,0.48,1
0.81,0.83,-1
-0.67,-0.24,-1
-0.17,-0.52,-1
-0.93,0.8,-1
-0.72,-0.49,-1
-0.58,0.03,-1
0.18,0.07,1
0.91,0.46,-1
-0.55,0.59,-1
-0.48,-0.57,-1
-0.06,-0.33,-1
-0.05,0.63,1
0.8,0.82,-1
0.29,0.54,1
0.03,0.13,1
0.02,-0.09,-1
-0.32,-0.02,-1
-0.27,0.72,1
-0.41,0.25,-1
0.37,-0.67,-1
-0.09,-0.03,-1
0.75,0.66,-1
0.29,0.03,-1
0.75,0.53,-1
0.44,-0.54,-1
0.21,0.27,1
-0.24,0.59,1
0.51,-0.99,-1
-0.94,0.51,-1
-0.67,-0.43,-1
-0.06,-0.4,-1
0.72,0.45,-1
0.68,-0.49,-1
-0.15,-0.91,-1
0.44,-0.35,-1
-0.12,0.76,1
0.87,0.88,-1
-0.25,-0.43,-1
-0.91,-0.1,-1
0.77,0.83,-1
-0.58,-0.05,-1
-1,0.22,-1
-0.62,0.6,-1
-0.98,-0.65,-1
-0.89,-0.75,-1
-0.91,0.88,-1
-0.66,0.52,-1
0,0.4,1
1,0.5,-1
0.1,-0.69,-1
0.02,-0.59,-1
0.59,0.04,-1
-0.48,0.74,1
-0.56,-0.23,-1
-0.84,0.67,-1
0.42,-0.17,-1
0.52,-0.44,-1
0.61,1,1
-0.51,0.19,-1
0.27,-0.84,-1
0.04,0.77,1
-0.41,0.7,1
-0.04,0.86,1
-0.49,-0.25,-1
-0.92,-0.86,-1
-0.53,0.64,-1
-0.04,-0.97,-1
0.08,0.96,1
0.22,-0.55,-1
0,0.16,1
0.14,0.65,1
-1,0.22,-1
0.8,0.7,-1
0.3,-0.88,-1
0.22,-0.46,-1
-0.44,-0.46,-1
-0.87,-0.21,-1
0.11,0.4,1
0.12,0.65,1
-0.67,0.87,-1
0.7,-0.19,-1
0.94,-0.25,-1
0.66,-0.27,-1
-0.05,0.18,1
0.85,-0.86,-1
0.46,-0.21,-1
-0.43,-0.46,-1
-0.33,-0.7,-1
-0.32,0.29,1
-0.46,-0.62,-1
0.63,-0.48,-1
0.72,0.41,-1
-0.87,0.7,-1
0.4,-0.64,-1
-0.91,-0.52,-1
-0.2,0.12,1
-0.14,-0.84,-1
0.18,-0.27,-1
0.32,0.63,1
-0.01,0.23,1
-0.33,-0.66,-1
-1,-0.48,-1
0.27,0.17,1
0.89,0.27,-1
-0.77,0.34,-1
-0.33,-0.17,-1
0.69,0.36,-1
-0.11,-0.3,-1
-0.33,-0.45,-1
0.25,0.52,1
-0.97,0.95,-1
0.62,-0.52,-1
-0.3,-0.34,-1
-0.95,0.43,-1
0.62,-0.42,-1
0.4,-0.94,-1
-0.22,-0.62,-1
0.85,1,-1
-0.52,0.49,-1
-0.12,-0.62,-1
-0.2,0.64,1
-0.94,0.02,-1
-0.12,-0.92,-1
-0.01,-0.7,-1
0.49,0.3,-1
-0.31,0.48,1
0.63,-0.8,-1
0.79,0.91,-1
-0.63,-0.43,-1
0.44,0.3,-1
-0.11,0.21,1
-0.38,-0.62,-1
0.78,-0.06,-1
-0.45,0.64,1
-0.03,-0.3,-1
0.76,-0.8,-1
-0.1,0.08,1
0.39,0.41,1
0.02,-0.73,-1
0.24,-0.8,-1
-0.95,0.29,-1
-0.27,0.84,1
0.02,-0.41,-1
0.56,0.4,-1
-0.07,-0.85,-1
-0.54,0.4,-1
-0.62,-0.13,-1
-0.52,0.91,1
0.84,-0.99,-1
0.3,0.06,-1
0.76,-0.31,-1
0.11,0.95,1
-0.87,-0.5,-1
-0.93,-0.51,-1
-0.97,0.68,-1
-0.13,-0.71,-1
0.86,0.39,-1
0.68,0.1,-1
-0.08,0.42,1
0.74,-0.46,-1
0.47,0.17,-1
0.69,-0.76,-1
0.69,0.16,-1
0.65,0.36,-1
0.6,0.36,-1
-0.29,-0.24,-1
-0.75,-0.25,-1
0.93,-0.24,-1
0.77,-0.51,-1
0.06,-0.18,-1
-0.33,0.11,-1
0.81,0.57,-1
0.75,-0.25,-1
0.35,0.05,-1
-0.98,-0.28,-1
-0.86,0.96,-1
-0.92,-0.39,-1
0.74,-0.02,-1
-0.67,0.9,-1
-0.51,0.11,-1
0.36,0.57,1
-0.23,0.61,1
0.51,0.11,-1
-0.37,-0.8,-1
-0.58,0.53,-1
0.84,0.7,-1
0.44,0.48,1
0.71,-0.17,-1
-0.68,-0.62,-1
0.97,0.86,-1
0.08,0.34,1
0.68,-0.67,-1
0.06,0.16,1
-0.63,-0.08,-1
0.32,-0.45,-1
0.76,-0.42,-1
0.99,0.7,-1
0.7,0.38,-1
-0.56,-0.07,-1
-0.9,-0.76,-1
-0.62,0.16,-1
0.56,-0.51,-1
-0.12,0.3,1
-0.61,-0.89,-1
0.33,0.79,1
-0.36,-0.45,-1
-0.95,0.72,-1
0.06,0.73,1
0.22,-0.28,-1
-0.17,0.3,1
-0.1,-0.99,-1
0.52,-0.03,-1
-0.29,-0.19,-1
0.39,0.9,1
0.1,-0.97,-1
-0.97,0.58,-1
-0.76,-0.38,-1
-0.58,0.13,-1
-0.54,-0.71,-1
-0.99,0.69,-1
-0.75,0.56,-1
-0.88,-0.62,-1
-0.88,0.84,-1
-0.99,-0.19,-1
0.01,0.73,1
0.81,0.59,-1
-0.74,0.45,-1
0.13,0.11,-1
0.01,-0.19,-1
0.26,0.62,1
-0.97,0.19,-1
0.93,-0.59,-1
-0.62,-0.6,-1
0.62,0.64,-1
-0.92,0.67,-1
0.59,0.99,1
-0.76,-0.47,-1
0.65,-0.84,-1
0.86,0.13,-1
0.53,0.78,1
-0.97,-0.11,-1
-0.06,-0.63,-1
0.81,-0.01,-1
0.17,-0.27,-1
-0.75,0.42,-1
-0.52,0.53,1
0.04,0.91,1
0.98,0.98,-1
-0.69,-0.86,-1
0.57,0.85,1
0.63,0.31,-1
0.44,-0.1,-1
0.85,-0.76,-1
0.02,-0.5,-1
0.94,0.94,-1
0.08,-0.88,-1
0.14,-0.19,-1
-0.12,-0.17,-1
0.03,0.1,-1
0.05,-0.02,1
-0.16,0.58,1
-0.06,-0.57,-1
-0.44,-0.25,-1
-0.55,-0.9,-1
0.78,-0.98,-1
0.21,-0.82,-1
-0.03,-0.2,-1
-0.64,-0.77,-1
-0.12,-0.39,-1
0.49,0.74,1
-0.03,0.08,1
-0.06,0.27,1
0.06,-0.2,-1
-0.12,0.04,1
-0.75,0.54,-1
-0.45,-0.93,-1
-0.48,0.94,1
0.55,-0.19,-1
0.78,0.34,-1
-0.01,0.46,1
-0.6,-0.64,-1
0.82,-0.75,-1
0.1,-0.24,-1
-0.65,0.5,-1
0.17,-0.06,-1
-0.78,-0.88,-1
-0.04,0.45,1
-0.83,-0.59,-1
-0.05,0.94,1
0.6,-0.79,-1
0.9,0.47,-1
-0.24,0.71,1
-0.64,-0.41,-1
-0.48,-0.35,-1
0.6,-0.86,-1
0.62,-0.84,-1
0.91,0.99,-1
0.91,-0.42,-1
-0.22,0.45,1
-0.75,0.48,-1
0.04,-0.94,-1
-0.26,0.96,1
0.53,-0.68,-1
0.91,-0.22,-1
0.43,-0.8,-1
-0.15,0.94,1
0.75,0.08,-1
0.7,-0.32,-1
0.67,-0.94,-1
0.74,0.59,-1
0.2,0.64,1
-0.13,0.98,1
-0.96,-0.81,-1
-0.66,-0.18,-1
0.04,-0.45,-1
-0.18,-0.76,-1
0.76,-0.47,-1
0.14,0.77,1
-0.54,-0.69,-1
